,airline_sentiment,negativereason,airline,text
12250,0,Can't Tell,American, really needs to get a a clue and start treating people like humans not animals  americandairlinesSUCKS
12251,0,Customer Service Issue,American, why is raleigh not on the updated southern states advisory
12252,0,Lost Luggage,American, hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
12253,0,Customer Service Issue,American, and its not a inconvenience it is a disaster Its A  phone bill from you that you refuse to pay
12254,1,,American, have your experts seen this this is right at RDU airport 
12255,0,Customer Service Issue,American, stop sending me back to customer relations I have hand written a letter to them send in a letter called them no help
12256,0,Customer Service Issue,American, Is large Wichita Falls Airport not receiving any arrivals I have called and no one answers I been waiting for  day
12257,0,Lost Luggage,American, Can you tell me what that means I work and just need an estimated time of arrival please I need my laptop for work Thanks
12258,0,Late Flight,American, Waiting an hour now for a pilot AA Is there a pilot in the house at DFW
12259,2,,American, Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
12260,1,,American, do you offer group pricing discounts by any chance
12261,1,,American, now I understand
12262,0,Customer Service Issue,American, Airline trouble this winter amp not getting good customer service contact   we negotiate wcompanies forU
12263,0,Can't Tell,American, I guess that is your way of saying thanks for sharing but I cant help you Good Luck Happy Birthday to me Ugh
12264,0,Flight Attendant Complaints,American, Lots of upset people freezing terminal and no gate agent Kept us waiting on plane beyond allowable time length
12265,0,Late Flight,American, The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks
12266,1,,American, fly my child
12267,0,longlines,American, Yes I am  RNO departure at  on  wconnection at DFW to LGA I can do the am to LAX and then to JFK
12268,0,Cancelled Flight,American, How are you going to compensate all of whose daysplans have been ruined because of the AA delaypending Cancelled Flightlation
12269,0,Customer Service Issue,American, Lost and Found is like talking to a hormonal teenager who refuses to talk to you useless wastedeffort FAIL
12270,1,,American, Oh they seem  to have reappeared now lol
12271,1,,American, and then wanted to change it to BA for Avios
12272,0,Flight Booking Problems,American, Oh that seems to have undone the seat selections in MCE We only wanted the CX card on there to select the free seats
12273,0,Flight Attendant Complaints,American, To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning IMO
12274,2,,American, Thanks for the quick response  its appreciated
12275,1,,American, Thank you for respondingMy laptop is in my bag and I need it for work I am worried The file code is UTEVGW
12276,0,Late Flight,American, guess thats what I get for bragging on you I fly you by choice unlike others who fly because they dont have other options JS
12277,2,,American, thanks for the update
12278,0,Customer Service Issue,American, thanks for finally letting me get through to book my flight Frustration  set in donedeal talktoahuman
12279,0,Can't Tell,American, I guess I was one of the select few that hadnt had many problems before this and all the sudden my whole trip got jacked
12280,0,Customer Service Issue,American,Yes and it gets disconnected due to the lack of WIFI strength   Have you reached out to  for help David
12281,0,Customer Service Issue,American, the communications seems to be an issue too no
12282,1,,American, Hi guysI have  RNODFW tomorrowPlane coming from DFW with bad weather in AMshould I consider Froute as I have connect
12283,1,,American, Traveling with my infant Do you check the carseat for free If so do you provide a bag Someone told me but wanted to confirm
12284,0,Late Flight,American, now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another
12285,0,Late Flight,American, DM me and I can explain the whole story I should have been on an earlier flight not US
12286,2,,American, Lets hope it stays that wayBig thanks to your groundoutside crews all across the US the last month Great FB post yesterday
12287,0,Lost Luggage,American, HelloMy baggage has been lost in another city Can anyone help me with this
12288,2,,American, my boss is 
12289,0,Late Flight,American, sitting on plane in Columbus supposed to leave an hour ago Now the mechanic cant find a tool to service the shock absorber
12290,1,,American, Not here yet but I plan on it If you could have them fly low and slow right in front of me that would be great 
12291,1,,American, forgot to select my ksml on my flight to LA and its a few minutes under the  hour mark Is there any way to change it
12292,0,Can't Tell,American, I picked the nonstop flight bc I had things to get to Shouldve taken diff route or airline I suppose
12293,2,,American, Your response has been incredible Truly amazed at the steps you have taken to enhance your customer relations Big thank you 
12294,1,,American, Ill DM you
12295,0,Lost Luggage,American, Yes talked to them FLL says is at central Central says is at FLL and here we go again Im betting this will go  mths
12296,0,Late Flight,American, but the issue is were waiting on rampers to close the dooronly to waste more fuelamplikely to be told we need more fuelcycle
12297,0,Can't Tell,American, Is there lack of communicationcompetition between the American and the Air by any chance
12298,1,,American, I can DM it to you if you follow me
12299,0,Lost Luggage,American, No had already waited an hour for it and wanted to get home
12300,0,Flight Attendant Complaints,American,  Apparently were told staff on the ground keep promising to come and they dont
12301,0,Customer Service Issue,American, over  days  no contact from a human or apology letter  is yucki Read all about it soon 
12302,0,Late Flight,American, Well Im showing I am still sitting at the gate on the plane that has not departed
